Event,when,TimeLocal,user_id,ukey,ukey_Name,Season,Week,Away,Home,Round_Num,Game_Num,path,mkey,mkey_Name,team,key,key_Name,name,left,right,Side,state,round,machine.1,player_1.1,player_1.1_Name,player_2.1,player_2.1_Name,player_3.1,player_3.1_Name,player_4.1,player_4.1_Name,machine.2,player_1.2,player_1.2_Name,player_2.2,player_2.2_Name,player_3.2,player_3.2_Name,player_4.2,player_4.2_Name,machine.3,player_1.3,player_1.3_Name,player_2.3,player_2.3_Name,player_3.3,player_3.3_Name,player_4.3,player_4.3_Name,machine.4,player_1.4,player_1.4_Name,player_2.4,player_2.4_Name,player_3.4,player_3.4_Name,player_4.4,player_4.4_Name,machine.5,player_1.5,player_1.5_Name,player_2.5,player_2.5_Name,machine.6,player_1.6,player_1.6_Name,player_2.6,player_2.6_Name,machine.7,player_1.7,player_1.7_Name,player_2.7,player_2.7_Name,score_1,score_2,score_3,score_4,photo_data,photo_rotation,photo_scale,photo_dx,photo_dy
"MATCH_PLAYER_REMOVE",1646079306738,"2022-02-28 12:15:06 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/remove",,,"away","20c483d911d25a4382c9d85fdd620ed604fcc0b7","Jeremiah Ratledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_REMOVE",1646079309966,"2022-02-28 12:15:09 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/remove",,,"away","59cb85d3532f6e331800310b3377b964f0486320","Lauren Shepherd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_REMOVE",1646079312754,"2022-02-28 12:15:12 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/remove",,,"away","b527199c17b81e666265ad1b2d80cafd3f4028c8","Lucas Arias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_REMOVE",1646079316279,"2022-02-28 12:15:16 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/remove",,,"away","5ae9116cce4386a478f945316dadc934c87191a9","Maureen Hendrix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_ADD",1646079325192,"2022-02-28 12:15:25 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/add",,,"away",,,"Jessica Rakonza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_ADD",1646079330645,"2022-02-28 12:15:30 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/add",,,"away",,,"Jenn Delaney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_ADD",1646079336844,"2022-02-28 12:15:36 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/add",,,"away",,,"Jake Selby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_ADD",1646079341744,"2022-02-28 12:15:41 PST","s9W6lpfVmpBREdc1yskjAg","6143",,15,20,"KNR","LAS",,,"/matches/mnp-15-20-KNR-LAS/players/add",,,"away",,,"Lee Ford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_REMOVE",1646107714593,"2022-02-28 20:08:34 PST","QQopnx0jPUWTQkMJiGA1UQ","472a650f13264e5d09ebe376d4b38d1df51016bd","Megan Czahar",15,20,"RTR","HHS",,,"/matches/mnp-15-20-RTR-HHS/players/remove",,,"home","4640c95468ceb60acf86c0f13af3af8d95688a60","Andy Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATCH_PLAYER_REMOVE",1646107719943,"2022-02-28 20:08:39 PST","QQopnx0jPUWTQkMJiGA1UQ","472a650f13264e5d09ebe376d4b38d1df51016bd","Megan Czahar",15,20,"RTR","HHS",,,"/matches/mnp-15-20-RTR-HHS/players/remove",,,"home","ffe7056bc9ff9ee6ddd45f62d2789b1cfd381fd6","Nathan Martin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
